"","sciname","Genus","Species","SpeciesRefNo","FamCode","DemersPelag","DepthRangeDeep","Length","LTypeMaxM","SpecCode"
"28853","Pareuchiloglanis macrotrema","Pareuchiloglanis","macrotrema",27962,138,"benthopelagic",NA,16,"SL",24818
"28854","Pareuchiloglanis myzostoma","Pareuchiloglanis","myzostoma",27962,138,"benthopelagic",NA,16,"TL",51014
"28855","Pareuchiloglanis namdeensis","Pareuchiloglanis","namdeensis",84796,138,"demersal",NA,NA,NA,65705
"28856","Pareuchiloglanis nebulifer","Pareuchiloglanis","nebulifer",37037,138,"benthopelagic",NA,9.6,"SL",57785
"28857","Pareuchiloglanis poilanei","Pareuchiloglanis","poilanei",12041,138,"benthopelagic",NA,NA,NA,26981
"28858","Pareuchiloglanis prolixdorsalis","Pareuchiloglanis","prolixdorsalis",75856,138,"demersal",NA,14.8,"SL",63968
"28859","Pareuchiloglanis rhabdurus","Pareuchiloglanis","rhabdurus",53228,138,"demersal",NA,NA,NA,62060
"28860","Pareuchiloglanis robustus","Pareuchiloglanis","robustus",58032,138,"benthopelagic",NA,NA,NA,51018
"28861","Pareuchiloglanis sichuanensis","Pareuchiloglanis","sichuanensis",27962,138,"benthopelagic",NA,NA,NA,51022
"28862","Pareuchiloglanis sinensis","Pareuchiloglanis","sinensis",27962,138,"benthopelagic",NA,14,"SL",51016
"28863","Pareuchiloglanis songdaensis","Pareuchiloglanis","songdaensis",57846,138,"demersal",NA,NA,NA,63129
"28864","Pareuchiloglanis songmaensis","Pareuchiloglanis","songmaensis",57846,138,"demersal",NA,NA,NA,63130
"28865","Pareuchiloglanis tamduongensis","Pareuchiloglanis","tamduongensis",84796,138,"demersal",NA,NA,NA,65728
"28866","Pareuchiloglanis tianquanensis","Pareuchiloglanis","tianquanensis",58032,138,"demersal",NA,NA,NA,63641
"28867","Pseudecheneis brachyurus","Pseudecheneis","brachyurus",74729,138,"demersal",NA,15.5,"SL",63674
"28868","Pseudecheneis crassicauda","Pseudecheneis","crassicauda",55391,138,"demersal",NA,13.68,"SL",62242
"28869","Pseudecheneis eddsi","Pseudecheneis","eddsi",57830,138,"demersal",NA,9.44,"SL",63122
"28870","Pseudecheneis gracilis","Pseudecheneis","gracilis",74729,138,"demersal",NA,18.8,"SL",63675
"28871","Pseudecheneis immaculata","Pseudecheneis","immaculata",74729,138,"demersal",NA,10.4,"SL",56086
"28872","Pseudecheneis koladynae","Pseudecheneis","koladynae",85563,138,"demersal",NA,NA,NA,65916
"28873","Pseudecheneis longipectoralis","Pseudecheneis","longipectoralis",74729,138,"demersal",NA,13.3,"SL",63676
"28874","Pseudecheneis maurus","Pseudecheneis","maurus",57940,138,"demersal",NA,5.48,"SL",63247
"28875","Pseudecheneis paucipunctata","Pseudecheneis","paucipunctata",74729,138,"demersal",NA,13.54,"SL",63678
"28876","Pseudecheneis paviei","Pseudecheneis","paviei",74729,138,"demersal",NA,13.2,"SL",56741
"28877","Pseudecheneis serracula","Pseudecheneis","serracula",55391,138,"demersal",NA,15.32,"SL",62243
"28878","Pseudecheneis sirenica","Pseudecheneis","sirenica",57931,138,"demersal",NA,NA,NA,63241
"28879","Pseudecheneis stenura","Pseudecheneis","stenura",57830,138,"demersal",NA,18.01,"SL",63123
"28880","Pseudecheneis sulcata","Pseudecheneis","sulcata",74729,138,"demersal",NA,20,"TL",24949
"28881","Pseudecheneis sulcatoides","Pseudecheneis","sulcatoides",74729,138,"demersal",NA,10.5,"SL",56743
"28882","Pseudecheneis suppaetula","Pseudecheneis","suppaetula",57836,138,"demersal",NA,8.41,"SL",63125
"28883","Pseudecheneis sympelvica","Pseudecheneis","sympelvica",38419,138,"demersal",NA,5.65,"SL",58015
"28884","Pseudecheneis tchangi","Pseudecheneis","tchangi",74729,138,"demersal",NA,12,"SL",63134
"28885","Pseudecheneis ukhrulensis","Pseudecheneis","ukhrulensis",57931,138,"demersal",NA,NA,NA,63240
"28886","Pseudexostoma brachysoma","Pseudexostoma","brachysoma",57980,138,"demersal",NA,15.3,"SL",51584
"28887","Pseudexostoma longipterus","Pseudexostoma","longipterus",57980,138,"demersal",NA,9.92,"SL",63307
"28888","Pseudexostoma yunnanense","Pseudexostoma","yunnanense",57980,138,"demersal",NA,11.1,"SL",51582
"28889","Sisor barakensis","Sisor","barakensis",56787,138,"demersal",NA,NA,NA,62854
"28890","Sisor chennuah","Sisor","chennuah",55921,138,"demersal",NA,9.81,"SL",61827
"28891","Sisor pakistanicus","Sisor","pakistanicus",93679,138,"demersal",NA,9.3,"SL",67009
"28892","Sisor rabdophorus","Sisor","rabdophorus",55921,138,"demersal",NA,18,"SL",13392
"28893","Sisor rheophilus","Sisor","rheophilus",55921,138,"demersal",NA,15.5,"TL",61828
"28894","Sisor torosus","Sisor","torosus",55921,138,"demersal",NA,9.49,"SL",61829
"28895","Achiroides leucorhynchos","Achiroides","leucorhynchos",7050,441,"demersal",NA,8,"SL",25162
"28896","Achiroides melanorhynchus","Achiroides","melanorhynchus",2091,441,"demersal",NA,14,"SL",25164
"28897","Aesopia cornuta","Aesopia","cornuta",3200,441,"reef-associated",100,25,"SL",7850
"28898","Aseraggodes albidus","Aseraggodes","albidus",75879,441,"demersal",15,2.93,"SL",63912
"28899","Aseraggodes auroculus","Aseraggodes","auroculus",57560,441,"reef-associated",24,3.55,"SL",62934
"28900","Aseraggodes bahamondei","Aseraggodes","bahamondei",10634,441,"demersal",25,20,"TL",27517
"28901","Aseraggodes beauforti","Aseraggodes","beauforti",75879,441,"demersal",NA,4.92,"SL",63922
"28902","Aseraggodes borehami","Aseraggodes","borehami",13070,441,"demersal",29,10.28,"SL",27174
"28903","Aseraggodes brevirostris","Aseraggodes","brevirostris",57561,441,"demersal",18,NA,NA,63025
"28904","Aseraggodes chapleaui","Aseraggodes","chapleaui",75879,441,"demersal",30,3.55,"SL",63913
"28905","Aseraggodes cheni","Aseraggodes","cheni",74405,441,"reef-associated",48,7.45,"SL",64596
"28906","Aseraggodes corymbus","Aseraggodes","corymbus",75878,441,"demersal",27,NA,NA,63946
"28907","Aseraggodes crypticus","Aseraggodes","crypticus",84924,441,"benthopelagic",25,4.86,"SL",65659
"28908","Aseraggodes cyaneus","Aseraggodes","cyaneus",5978,441,"reef-associated",NA,8.3,"SL",10584
"28909","Aseraggodes cyclurus","Aseraggodes","cyclurus",57560,441,"demersal",28,7.33,"SL",62935
"28910","Aseraggodes diringeri","Aseraggodes","diringeri",33390,441,"demersal",35,10.4,"SL",59666
"28911","Aseraggodes dubius","Aseraggodes","dubius",4900,441,"demersal",162,8.5,"SL",24093
"28912","Aseraggodes filiger","Aseraggodes","filiger",4900,441,"demersal",50,110,"TL",24088
"28913","Aseraggodes firmisquamis","Aseraggodes","firmisquamis",56490,441,"demersal",6,NA,NA,62598
"28914","Aseraggodes guttulatus","Aseraggodes","guttulatus",33390,441,"demersal",NA,7.9,"SL",58954
"28915","Aseraggodes haackeanus","Aseraggodes","haackeanus",33839,441,"demersal",30,14,"TL",58950
"28916","Aseraggodes heemstrai","Aseraggodes","heemstrai",57561,441,"reef-associated",39,8.67,"SL",63029
"28917","Aseraggodes heraldi","Aseraggodes","heraldi",56490,441,"demersal",1,4.7,"SL",62597
"28918","Aseraggodes herrei","Aseraggodes","herrei",9343,441,"demersal",NA,15,"TL",14113
"28919","Aseraggodes holcomi","Aseraggodes","holcomi",48239,441,"demersal",27,3.6,"SL",60812
"28920","Aseraggodes jenny","Aseraggodes","jenny",57561,441,"demersal",15,5.63,"SL",63030
"28921","Aseraggodes kaianus","Aseraggodes","kaianus",4900,441,"demersal",252,14,"SL",24090
"28922","Aseraggodes kimurai","Aseraggodes","kimurai",75879,441,"demersal",NA,7.17,"SL",63914
"28923","Aseraggodes kobensis","Aseraggodes","kobensis",559,441,"demersal",100,10,"SL",24243
"28924","Aseraggodes lateralis","Aseraggodes","lateralis",57560,441,"demersal",9,6.42,"SL",62936
"28925","Aseraggodes lenisquamis","Aseraggodes","lenisquamis",57560,441,"demersal",10,10.2,"SL",62938
"28926","Aseraggodes longipinnis","Aseraggodes","longipinnis",75879,441,"demersal",9,5.48,"SL",63915
"28927","Aseraggodes magnoculus","Aseraggodes","magnoculus",57560,441,"reef-associated",18,3.98,"SL",62939
"28928","Aseraggodes matsuurai","Aseraggodes","matsuurai",75879,441,"demersal",18,5.51,"SL",63916
"28929","Aseraggodes melanostictus","Aseraggodes","melanostictus",1602,441,"reef-associated",73,6,"TL",22522
"28930","Aseraggodes microlepidotus","Aseraggodes","microlepidotus",9893,441,"bathydemersal",NA,NA,NA,61349
"28931","Aseraggodes nigrocirratus","Aseraggodes","nigrocirratus",57560,441,"demersal",50,8.94,"SL",62940
"28932","Aseraggodes normani","Aseraggodes","normani",6771,441,"demersal",27,13.2,"TL",27584
"28933","Aseraggodes orientalis","Aseraggodes","orientalis",74405,441,"reef-associated",23,4.43,"SL",64597
"28934","Aseraggodes pelvicus","Aseraggodes","pelvicus",57560,441,"reef-associated",NA,6.75,"SL",62941
"28935","Aseraggodes ramsaii","Aseraggodes","ramsaii",10634,441,"demersal",25,6.35,"SL",61355
"28936","Aseraggodes satapoomini","Aseraggodes","satapoomini",75879,441,"reef-associated",9,4.48,"SL",63917
"28937","Aseraggodes senoui","Aseraggodes","senoui",75879,441,"reef-associated",17,4.33,"SL",63918
"28938","Aseraggodes sinusarabici","Aseraggodes","sinusarabici",12541,441,"demersal",68,7.9,"SL",58956
"28939","Aseraggodes steinitzi","Aseraggodes","steinitzi",57561,441,"demersal",NA,3.6,"SL",63031
"28940","Aseraggodes suzumotoi","Aseraggodes","suzumotoi",75879,441,"reef-associated",26,NA,NA,63919
"28941","Aseraggodes texturatus","Aseraggodes","texturatus",9893,441,"bathydemersal",NA,7.74,"SL",61350
"28942","Aseraggodes therese","Aseraggodes","therese",13070,441,"demersal",26,6.6,"SL",27175
"28943","Aseraggodes umbratilis","Aseraggodes","umbratilis",57561,441,"demersal",271,7.75,"SL",63032
"28944","Aseraggodes whitakeri","Aseraggodes","whitakeri",1602,441,"reef-associated",37,4,"SL",22541
"28945","Aseraggodes winterbottomi","Aseraggodes","winterbottomi",75879,441,"reef-associated",26,4.63,"SL",63920
"28946","Aseraggodes xenicus","Aseraggodes","xenicus",3200,441,"demersal",10,8,"TL",8908
"28947","Aseraggodes zizette","Aseraggodes","zizette",75879,441,"reef-associated",2,3.63,"SL",63921
"28948","Austroglossus microlepis","Austroglossus","microlepis",3200,441,"bathydemersal",400,75,"TL",527
"28949","Austroglossus pectoralis","Austroglossus","pectoralis",3200,441,"demersal",400,60,"TL",528
"28950","Barnardichthys fulvomarginata","Barnardichthys","fulvomarginata",86889,441,"demersal",NA,26,"TL",8918
"28951","Bathysolea lactea","Bathysolea","lactea",5304,441,"bathypelagic",660,15,"TL",8839
"28952","Bathysolea lagarderae","Bathysolea","lagarderae",26074,441,"bathydemersal",310,12,"SL",46255
"28953","Bathysolea polli","Bathysolea","polli",26074,441,"bathydemersal",420,25,"SL",46251
"28954","Bathysolea profundicola","Bathysolea","profundicola",26074,441,"bathypelagic",1350,21,"SL",8840
"28955","Brachirus aenea","Brachirus","aenea",36648,441,"demersal",NA,NA,NA,59160
"28956","Brachirus annularis","Brachirus","annularis",3131,441,"demersal",271,13,"TL",11679
"28957","Brachirus aspilos","Brachirus","aspilos",9494,441,"demersal",NA,38,"TL",24461
"28958","Brachirus dicholepis","Brachirus","dicholepis",9893,441,"demersal",NA,NA,NA,61352
"28959","Brachirus elongatus","Brachirus","elongatus",12693,441,"demersal",NA,7,"TL",26874
"28960","Brachirus harmandi","Brachirus","harmandi",27732,441,"demersal",NA,10,"SL",26873
"28961","Brachirus heterolepis","Brachirus","heterolepis",9893,441,"demersal",30,36,"SL",61353
"28962","Brachirus macrolepis","Brachirus","macrolepis",9893,441,"demersal",NA,NA,NA,60535
"28963","Brachirus marmoratus","Brachirus","marmoratus",90102,441,"demersal",15,35,"TL",67510
"28964","Brachirus niger","Brachirus","niger",33839,441,"demersal",NA,35,"TL",8952
"28965","Brachirus orientalis","Brachirus","orientalis",9893,441,"demersal",20,30,"SL",8312
"28966","Brachirus pan","Brachirus","pan",4833,441,"demersal",NA,9,"TL",25290
"28967","Brachirus panoides","Brachirus","panoides",12693,441,"demersal",NA,20,"TL",25167
"28968","Brachirus selheimi","Brachirus","selheimi",5259,441,"demersal",NA,15,"TL",22790
"28969","Brachirus siamensis","Brachirus","siamensis",43281,441,"demersal",NA,15,"SL",58020
"28970","Brachirus sorsogonensis","Brachirus","sorsogonensis",1555,441,"demersal",NA,23,"TL",24063
"28971","Brachirus swinhonis","Brachirus","swinhonis",36648,441,"demersal",NA,NA,NA,58957
"28972","Brachirus villosus","Brachirus","villosus",2847,441,"demersal",NA,10.5,"SL",26596
"28973","Buglossidium luteum","Buglossidium","luteum",3397,441,"demersal",450,15,"TL",53
"28974","Dagetichthys lakdoensis","Dagetichthys","lakdoensis",6805,441,"demersal",NA,40,"TL",10100
"28975","Dexillus muelleri","Dexillus","muelleri",3131,441,"demersal",NA,18,"TL",6617
"28976","Dicologlossa cuneata","Dicologlossa","cuneata",5304,441,"demersal",460,30,"SL",526
"28977","Dicologlossa hexophthalma","Dicologlossa","hexophthalma",5304,441,"demersal",150,20,"TL",4957
"28978","Heteromycteris capensis","Heteromycteris","capensis",3200,441,"demersal",NA,15,"TL",7926
"28979","Heteromycteris hartzfeldii","Heteromycteris","hartzfeldii",36648,441,"demersal",15,20,"SL",24053
"28980","Heteromycteris japonicus","Heteromycteris","japonicus",559,441,"demersal",NA,13.5,"SL",8971
"28981","Heteromycteris matsubarai","Heteromycteris","matsubarai",559,441,"demersal",NA,13,"SL",24242
"28982","Heteromycteris oculus","Heteromycteris","oculus",11298,441,"demersal",NA,15,"TL",24416
"28983","Heteromycteris proboscideus","Heteromycteris","proboscideus",5304,441,"demersal",37,10,"TL",8844
"28984","Leptachirus alleni","Leptachirus","alleni",84817,441,"benthopelagic",1,8.6,"SL",65648
"28985","Leptachirus bensbach","Leptachirus","bensbach",84817,441,"benthopelagic",NA,10.7,"SL",65649
"28986","Leptachirus darwinensis","Leptachirus","darwinensis",84817,441,"benthopelagic",NA,7,"SL",65650
"28987","Leptachirus kikori","Leptachirus","kikori",84817,441,"benthopelagic",NA,7.16,"SL",65651
"28988","Leptachirus klunzingeri","Leptachirus","klunzingeri",84817,441,"demersal",NA,NA,NA,22787
"28989","Leptachirus lorentz","Leptachirus","lorentz",84817,441,"benthopelagic",NA,8.08,"SL",65652
"28990","Leptachirus polylepis","Leptachirus","polylepis",84817,441,"benthopelagic",4,6.28,"SL",65653
"28991","Leptachirus robertsi","Leptachirus","robertsi",84817,441,"benthopelagic",1,7.14,"SL",65654
"28992","Leptachirus triramus","Leptachirus","triramus",84817,441,"benthopelagic",NA,5.91,"SL",65655
"28993","Liachirus melanospilos","Liachirus","melanospilos",559,441,"demersal",20,15,"SL",8323
"28994","Liachirus whitleyi","Liachirus","whitleyi",46206,441,"demersal",NA,NA,NA,61358
"28995","Microchirus azevia","Microchirus","azevia",35940,441,"demersal",250,40,"SL",61001
"28996","Microchirus boscanion","Microchirus","boscanion",5304,441,"demersal",460,20,"TL",8847
"28997","Microchirus frechkopi","Microchirus","frechkopi",2683,441,"demersal",200,20,"TL",4992
"28998","Microchirus ocellatus","Microchirus","ocellatus",5304,441,"demersal",300,20,"TL",4991
"28999","Microchirus theophila","Microchirus","theophila",5304,441,"demersal",380,46,"SL",7690
"29000","Microchirus variegatus","Microchirus","variegatus",4537,441,"demersal",400,35,"SL",32
"29001","Microchirus wittei","Microchirus","wittei",5304,441,"demersal",460,25,"TL",4993
"29002","Monochirus hispidus","Monochirus","hispidus",5304,441,"demersal",250,20,"SL",2048
"29003","Monochirus trichodactylus","Monochirus","trichodactylus",33837,441,"demersal",NA,NA,NA,56091
"29004","Paradicula setifer","Paradicula","setifer",9893,441,"demersal",NA,NA,NA,61363
"29005","Pardachirus balius","Pardachirus","balius",10684,441,"demersal",47,22,"TL",24429
"29006","Pardachirus hedleyi","Pardachirus","hedleyi",9002,441,"demersal",20,15,"TL",52443
"29007","Pardachirus marmoratus","Pardachirus","marmoratus",3200,441,"reef-associated",15,26,"TL",8917
"29008","Pardachirus morrowi","Pardachirus","morrowi",3200,441,"demersal",10,18,"TL",7927
"29009","Pardachirus pavoninus","Pardachirus","pavoninus",3132,441,"reef-associated",40,25,"TL",8271
"29010","Pardachirus poropterus","Pardachirus","poropterus",2847,441,"demersal",205,7,"SL",11827
"29011","Pegusa cadenati","Pegusa","cadenati",5304,441,"demersal",30,18,"SL",8850
"29012","Pegusa impar","Pegusa","impar",3397,441,"demersal",80,35,"TL",1762
"29013","Pegusa lascaris","Pegusa","lascaris",32649,441,"demersal",350,40,"SL",1336
"29014","Pegusa nasuta","Pegusa","nasuta",56201,441,"demersal",NA,20,"SL",7928
"29015","Pegusa triophthalma","Pegusa","triophthalma",5304,441,"demersal",30,30,"TL",8851
"29016","Phyllichthys punctatus","Phyllichthys","punctatus",3132,441,"demersal",NA,25,"SL",10989
"29017","Phyllichthys sclerolepis","Phyllichthys","sclerolepis",9893,441,"demersal",NA,NA,NA,61354
"29018","Phyllichthys sejunctus","Phyllichthys","sejunctus",9893,441,"demersal",NA,NA,NA,61351
"29019","Pseudaesopia japonica","Pseudaesopia","japonica",33837,441,"demersal",68,15,"SL",8987
"29020","Rendahlia jaubertensis","Rendahlia","jaubertensis",9893,441,"demersal",NA,NA,NA,61348
"29021","Rhinosolea microlepidota","Rhinosolea","microlepidota",559,441,"demersal",NA,2.4,"SL",24245
"29022","Solea aegyptiaca","Solea","aegyptiaca",3397,441,"demersal",100,65,"TL",11707
"29023","Solea capensis","Solea","capensis",5304,441,"demersal",NA,NA,NA,23335
"29024","Solea elongata","Solea","elongata",3505,441,"demersal",28,30,"TL",14394
"29025","Solea heinii","Solea","heinii",45255,441,"demersal",NA,NA,NA,58942
"29026","Solea ovata","Solea","ovata",3505,441,"demersal",NA,10,"TL",14391
"29027","Solea senegalensis","Solea","senegalensis",5304,441,"demersal",65,60,"SL",8852
"29028","Solea solea","Solea","solea",7395,441,"demersal",150,70,"SL",525
"29029","Solea stanalandi","Solea","stanalandi",10654,441,"demersal",7,12.3,"TL",24431
"29030","Solea turbynei","Solea","turbynei",56201,441,"demersal",60,17,"TL",65617
"29031","Soleichthys dori","Soleichthys","dori",79000,441,"benthopelagic",10,10.6,"SL",64644
"29032","Soleichthys heterorhinos","Soleichthys","heterorhinos",1602,441,"reef-associated",10,18,"SL",22544
"29033","Soleichthys maculosus","Soleichthys","maculosus",55726,441,"benthopelagic",63,9.51,"SL",65230
"29034","Soleichthys microcephalus","Soleichthys","microcephalus",76812,441,"demersal",43,22,"TL",52438
"29035","Soleichthys oculofasciatus","Soleichthys","oculofasciatus",76812,441,"demersal",49,12.46,"SL",64740
"29036","Soleichthys serpenpellis","Soleichthys","serpenpellis",76812,441,"demersal",9,NA,NA,64739
